,Catégorie,Nom du médicament,Espace thérapeutique,Dénomination commune internationale (DCI) / nom commun,Substance active,Numéro de produit,Sécurité du patient,Statut d'autorisation,Code ATC,Surveillance supplémentaire,Générique,Biosimilaire,Approbation conditionnelle,Circonstances exceptionnelles,Évaluation accélérée,Médecine orpheline,Date de l'autorisation de mise sur le marché,Date de refus d'autorisation de mise sur le marché,Titulaire de l'autorisation de mise sur le marché/nom de l'entreprise,Groupe pharmacothérapeutique humain,Groupe pharmacothérapeutique vétérinaire,Date de l'avis,Date de décision,Numéro de révision,État/indication,Première publication,Date de révision,URL,usage_df1,risque
523,Human,Retacrit,"Anémie; Transfusion sanguine, autologue ; Insuffisance rénale chronique ; Cancer",epoetin zeta,epoetin zeta,EMEA/H/C/000872,no,Authorised,B03XA01,no,no,yes,no,no,no,no,2007-12-18 01:00:00,,Pfizer Europe MA EEIG,Other antianemic preparations,,2007-10-18 00:00:00,2023-07-12 00:00:00,31.0,"Traitement de l'anémie symptomatique associée à l'insuffisance rénale chronique (IRC) chez les patients adultes et pédiatriques : traitement de l'anémie associée à l'insuffisance rénale chronique chez les patients adultes et pédiatriques sous hémodialyse et chez les patients adultes sous dialyse péritonéale ; traitement de l'anémie sévère d'origine rénale accompagné d'un suivi clinique symptômes chez les patients adultes atteints d'insuffisance rénale non encore dialysés. Traitement de l'anémie et réduction des besoins transfusionnels chez les patients adultes recevant une chimiothérapie pour des tumeurs solides, un lymphome malin ou un myélome multiple, et à risque de transfusion tel qu'évalué par l'état général du patient (par exemple cardiovasculaire). statut, anémie préexistante au début de la chimiothérapie).Retacrit peut être utilisé pour augmenter le rendement en sang autologue des patients dans un programme de prédonation. Son utilisation dans cette indication doit être mise en balance avec le risque rapporté d'événements thromboemboliques. Le traitement ne doit être administré qu'aux patients présentant une anémie modérée (pas de carence en fer), si les procédures de conservation du sang ne sont pas disponibles ou sont insuffisantes lorsque l'intervention chirurgicale majeure programmée nécessite un volume de sang important (quatre unités de sang ou plus pour les femmes ou cinq ou cinq unités de sang). plus d'unités pour les hommes).Retacrit peut être utilisé pour réduire l'exposition aux transfusions sanguines allogéniques chez les patients adultes non carencés en fer avant une chirurgie orthopédique élective majeure, présentant un risque perçu élevé de complications transfusionnelles. L'utilisation doit être limitée aux patients présentant une anémie modérée (par exemple, Hb 10-13 g/dl) qui ne disposent pas d'un programme de prédonation autologue et avec une perte de sang modérée attendue (900 à 1 800 ml).",2018-08-03 13:29:00,2023-07-26 12:45:00,https://www.ema.europa.eu/en/medicines/human/EPAR/retacrit,,
524,Human,Carvykti,Myélome multiple,ciltacabtagene autoleucel,ciltacabtagene autoleucel,EMEA/H/C/005095,no,Authorised,L01XL05,yes,no,no,yes,no,no,yes,2022-05-25 00:00:00,,Janssen-Cilag International NV,,,2022-03-24 01:00:00,2023-07-25 00:00:00,4.0,"Carvykti est indiqué pour le traitement des patients adultes atteints de myélome multiple récidivant et réfractaire, qui ont reçu au moins trois traitements antérieurs, dont un agent immunomodulateur, un inhibiteur du protéasome et un anticorps anti-CD38, et qui ont démontré une progression de la maladie lors du dernier traitement.",2022-03-25 16:15:00,2023-07-26 11:56:00,https://www.ema.europa.eu/en/medicines/human/EPAR/carvykti,"Comment Carvykti est-il utilisé ?
Carvykti ne peut être administré aux patients que par des médecins formés dans des hôpitaux spécialisés.
Carvykti est préparé à partir des globules blancs du patient qui sont extraits du sang, génétiquement modifiés en laboratoire, puis réinjectés au patient sous forme de perfusion unique (goutte-à-goutte) dans une veine. Carvykti ne doit être administré qu’au patient dont les cellules ont été utilisées pour fabriquer le médicament.
Avant de recevoir Carvykti, le patient doit suivre une courte chimiothérapie pour éliminer ses globules blancs existants, et juste avant la perfusion, il doit recevoir du paracétamol et un antihistaminique pour réduire le risque de réactions à la perfusion.","Quels sont les risques associés à Carvykti ?
Les effets indésirables les plus couramment observés sous Carvykti (qui peuvent toucher plus d'une personne sur cinq) sont la neutropénie (faibles taux de neutrophiles), la lymphopénie et la leucopénie (faibles taux de lymphocytes ou d'autres globules blancs), l'anémie (faibles taux de globules rouges). ), thrombocytopénie (faible taux de plaquettes sanguines), hypotension (faible tension artérielle), douleurs musculaires et osseuses, taux élevé d'enzymes hépatiques, infection des voies respiratoires supérieures (infection du nez et de la gorge), diarrhée, hypokaliémie (faible taux de potassium). ), hypocalcémie (faibles taux de calcium), hypophosphatémie (faibles taux de phosphate dans le sang), nausées, maux de tête, toux, tachycardie (battements cardiaques rapides), encéphalopathie (trouble cérébral), œdème (rétention d'eau), diminution de l'appétit, frissons , de la fièvre, de la fatigue, ainsi que du syndrome de libération de cytokines (une affection potentiellement mortelle pouvant provoquer de la fièvre, des vomissements, un essoufflement, des douleurs et une hypotension artérielle).
Les effets indésirables graves les plus courants (pouvant affecter plus de 1 personne sur 100) sont le syndrome de libération des cytokines, la thrombocytopénie, la neutropénie fébrile (faibles taux sanguins de neutrophiles accompagnés de fièvre), la pneumonie (infections des poumons), la septicémie (empoisonnement du sang) et un trouble neurologique appelé ICANS (syndrome de neurotoxicité associé aux cellules effectrices immunitaires) qui peut inclure des problèmes d'élocution et d'écriture, une confusion et un niveau de conscience déprimé."
525,Human,Kovaltry,Hémophilie A,octocog alfa,Octocog alfa,EMEA/H/C/003825,no,Authorised,B02BD02,no,no,no,no,no,no,no,2016-02-18 01:00:00,,Bayer AG,Antihemorrhagics,,2015-12-17 01:00:00,2022-06-10 00:00:00,12.0,Traitement et prophylaxie des hémorragies chez les patients atteints d'hémophilie A (déficit congénital en facteur VIII). Kovaltry peut être utilisé pour tous les groupes d’âge.,2017-11-10 12:58:00,2023-07-26 11:40:00,https://www.ema.europa.eu/en/medicines/human/EPAR/kovaltry,,
526,Human,Miglustat Dipharma,Maladie de Gaucher,miglustat,miglustat,EMEA/H/C/004904,no,Authorised,A16AX06,no,yes,no,no,no,no,no,2019-02-18 01:00:00,,Dipharma Arzneimittel GmbH,Other alimentary tract and metabolism products,,2018-12-13 01:00:00,2023-07-25 00:00:00,7.0,Miglustat Dipharma est indiqué dans le traitement oral des patients adultes atteints de la maladie de Gaucher de type 1 légère à modérée. Miglustat Dipharma ne peut être utilisé que dans le traitement des patients pour lesquels un traitement enzymatique substitutif n'est pas adapté. Miglustat Dipharma est indiqué dans le traitement des manifestations neurologiques progressives. chez les patients adultes et les patients pédiatriques atteints de la maladie de Niemann-Pick de type C.,2018-12-11 12:14:00,2023-07-26 09:57:00,https://www.ema.europa.eu/en/medicines/human/EPAR/miglustat-dipharma,,
527,Human,Rydapt,Leucémie myéloïde aiguë ; Mastocytose,midostaurin,Midostaurin,EMEA/H/C/004095,no,Authorised,L01XE,no,no,no,no,no,no,yes,2017-09-18 00:00:00,,Novartis Europharm Ltd,Antineoplastic agents,,2017-06-22 00:00:00,2023-06-22 00:00:00,11.0,"Rydapt est indiqué : en association avec une induction standard par la daunorubicine et la cytarabine et une chimiothérapie de consolidation à la cytarabine à haute dose, et chez les patients en réponse complète suivis d'un traitement d'entretien par Rydapt en monothérapie, chez les patients adultes atteints de leucémie myéloïde aiguë (LMA) nouvellement diagnostiquée et porteurs d'une mutation FLT3. (voir rubrique 4.2) ; en monothérapie pour le traitement des patients adultes atteints de mastocytose systémique agressive (ASM), de mastocytose systémique avec néoplasme hématologique associé (SM AHN) ou de leucémie à mastocytes (MCL).",2018-04-30 12:11:00,2023-07-26 08:30:00,https://www.ema.europa.eu/en/medicines/human/EPAR/rydapt,,
528,Human,Kisplyx,Carcinome à cellules rénales,lenvatinib,lenvatinib mesilate,EMEA/H/C/004224,no,Authorised,L01XE29,no,no,no,no,no,yes,no,2016-08-25 00:00:00,,Eisai GmbH,Antineoplastic agents,,2016-07-21 00:00:00,2023-07-25 00:00:00,20.0,"Kisplyx est indiqué dans le traitement des adultes atteints d'un carcinome rénal avancé (CCR) : en association avec le pembrolizumab, en première intention (voir rubrique 5.1). en association avec l'évérolimus, suite à un traitement antérieur ciblé sur le facteur de croissance de l'endothélium vasculaire (VEGF). thérapie.",2018-06-21 13:22:00,2023-07-25 15:19:00,https://www.ema.europa.eu/en/medicines/human/EPAR/kisplyx,"Comment Kisplyx est-il utilisé ?
Kisplyx ne peut être obtenu que sur ordonnance et le traitement doit être instauré et supervisé par un médecin expérimenté dans l'utilisation de médicaments anticancéreux.
Kisplyx est disponible sous forme de gélules à prendre une fois par jour par voie orale, et la dose recommandée dépend du fait qu'il soit administré avec le pembrolizumab pour le traitement initial (20 mg) ou avec l'évérolimus chez les patients préalablement traités (18 mg). La dose de Kisplyx peut devoir être réduite ou le traitement arrêté temporairement si certains effets secondaires surviennent. Le traitement est administré aussi longtemps que le patient en bénéficie ou jusqu'à ce que les effets secondaires deviennent inacceptables. La dose de Kisplyx doit être diminuée chez les patients présentant une fonction rénale ou hépatique sévèrement réduite.","Quels sont les risques associés à Kisplyx ?
Les effets indésirables les plus couramment observés sous Kisplyx lorsqu'il est utilisé avec le pembrolizumab (qui peuvent affecter plus d'une personne sur trois) sont la diarrhée, l'hypertension artérielle, la fatigue, l'hypothyroïdie (fonction thyroïdienne réduite), la perte d'appétit, les nausées (envie de vomir), stomatite (inflammation de la muqueuse buccale), protéinurie (protéine dans les urines, signe de problèmes rénaux), dysphonie (voix rauque) et arthralgie (douleurs articulaires). Lorsqu'il est utilisé en association avec l'évérolimus, les effets indésirables les plus fréquemment rapportés comprennent également la perte de poids, les vomissements, les maux de tête, le syndrome d'érythrodysesthésie palmo-plantaire (syndrome main-pied, qui implique une éruption cutanée et un engourdissement des paumes et des plantes), un œdème périphérique (gonflement, en particulier des chevilles et des pieds) et l'hypercholestérolémie (taux élevés de cholestérol [type de graisse] dans le sang)."
529,Human,Lenvima,Tumeurs de la thyroïde,lenvatinib,lenvatinib mesilate,EMEA/H/C/003727,no,Authorised,L01XE,yes,no,no,no,no,yes,no,2015-05-28 00:00:00,,Eisai GmbH,Antineoplastic agents,,2015-03-26 01:00:00,2023-07-25 00:00:00,19.0,"Lenvima est indiqué en monothérapie pour le traitement des patients adultes atteints d'un carcinome thyroïdien (DTC) progressif, localement avancé ou métastatique, différencié (papillaire/folliculaire/cellules de Hürthle), réfractaire à l'iode radioactif (RAI).Lenvima est indiqué en monothérapie pour le traitement des patients adultes atteints d'un carcinome hépatocellulaire (CHC) avancé ou non résécable qui n'ont reçu aucun traitement systémique préalable.",2018-06-21 12:16:00,2023-07-25 15:13:00,https://www.ema.europa.eu/en/medicines/human/EPAR/lenvima,,
530,Human,Gardasil 9,Condylomes acuminés ; Infections à papillomavirus ; Immunisation; Dysplasie cervicale utérine,"human papillomavirus 9-valent vaccine (recombinant, adsorbed)","human papillomavirus vaccine [types 6, 11, 16, 18, 31, 33, 45, 52, 58] (recombinant, adsorbed)",EMEA/H/C/003852,no,Authorised,J07BM03,no,no,no,no,no,no,no,2015-06-10 00:00:00,,Merck Sharp & Dohme B.V.,Papillomavirus vaccines,,2015-03-25 01:00:00,2023-05-12 00:00:00,22.0,"Gardasil 9 est indiqué pour l'immunisation active des individus à partir de 9 ans contre les maladies HPV suivantes : Lésions précancéreuses et cancers affectant le col de l'utérus, la vulve, le vagin et l'anus provoqués par les types HPV vaccinaux Verrues génitales (Condyloma acuminata) causées par des types spécifiques HPV. Voir rubriques 4.4 et 5.1 pour des informations importantes sur les données étayant ces indications. L'utilisation de Gardasil 9 doit être conforme aux recommandations officielles.",2018-07-26 11:20:00,2023-07-25 12:30:00,https://www.ema.europa.eu/en/medicines/human/EPAR/gardasil-9,"Comment Gardasil 9 est-il utilisé ?
Gardasil 9 est une suspension injectable disponible en flacons ou en seringues préremplies. Gardasil 9 est normalement administré selon un schéma soit à deux doses, soit à trois doses pour les hommes et les femmes de 9 à 14 ans et selon un schéma à trois doses pour les hommes et les femmes de 15 ans et plus. Pour un schéma à deux doses, la deuxième dose doit être administrée entre cinq et treize mois après la première dose. Pour un schéma à trois doses, la deuxième dose doit être administrée deux mois après la première et la troisième quatre mois après la seconde. Il doit toujours s'écouler au moins un mois entre la première et la deuxième dose, et au moins trois mois entre la deuxième et la troisième, et toutes les doses doivent être administrées dans un délai d'un an.","Quels sont les risques liés au Gardasil 9 ?
Dans les études, les effets indésirables les plus fréquemment observés sous Gardasil 9 (observés chez plus d'un patient sur 10) étaient des réactions au site d'injection (rougeur, douleur et gonflement) et des maux de tête. Ces effets secondaires étaient normalement légers ou modérés. Pour la liste complète de tous les effets secondaires rapportés avec Gardasil 9, voir la notice.
Les patients qui présentent des signes d'allergie après une dose de Gardasil 9 (ou de ses vaccins précurseurs Gardasil ou Silgard) doivent arrêter le traitement vaccinal ou ne doivent pas recevoir du tout Gardasil 9. Pour la liste complète de toutes les restrictions, consultez la notice."
531,Human,Qaialdo,Œdème; Insuffisance cardiaque; La cirrhose du foie; Ascite ; Le syndrome néphrotique; Hyperaldostéronisme ; L'hypertension artérielle essentielle,spironolactone,spironolactone,EMEA/H/C/005535,no,Authorised,C03DA01,no,no,no,no,no,no,no,2023-05-26 00:00:00,,Nova Laboratories Ireland Limited,Antihypertensives and diuretics in combination,,,2023-05-26 00:00:00,,"Dans la prise en charge de l'œdème réfractaire associé à une insuffisance cardiaque congestive ; cirrhose hépatique avec ascite et œdème, ascite maligne, syndrome néphrotique, diagnostic et traitement de l'aldostéronisme primaire, hypertension essentielle. Les nouveau-nés, les enfants et les adolescents ne doivent être traités que sous la direction d'un pédiatre spécialiste (voir rubriques 5.1 et 5.2).",2023-07-25 12:01:00,,https://www.ema.europa.eu/en/medicines/human/EPAR/qaialdo,"Comment Qaialdo est-il utilisé ?
Le médicament ne peut être obtenu que sur ordonnance et les enfants ne doivent être traités que sous la surveillance d'un pédiatre.
Qaialdo est disponible sous forme de suspension (un liquide contenant des particules solides) à prendre par voie orale une fois par jour.
Pour plus d'informations sur l'utilisation de Qaialdo, consultez la notice ou contactez votre médecin ou votre pharmacien.","Quels sont les risques liés à Qaialdo ?
Pour la liste complète des effets secondaires et des restrictions liés à Qaialdo, voir la notice.
Qaialdo étant bioéquivalent au médicament de référence, ses risques sont considérés comme étant les mêmes que ceux du médicament de référence.
Les effets indésirables les plus couramment observés sous Qaialdo (qui peuvent affecter plus d’une personne sur 10) comprennent l’hyperkaliémie (taux élevés de potassium dans le sang, pouvant provoquer de la fatigue, une faiblesse musculaire, des nausées et des troubles du rythme cardiaque). La gynécomastie (croissance des seins chez l'homme) et les douleurs mammaires sont observées chez jusqu'à 1 homme sur 10."
532,Human,Sifrol,Syndrome des jambes sans repos ; Maladie de Parkinson,pramipexole,pramipexole dihydrochloride monohydrate,EMEA/H/C/000133,no,Authorised,N04BC05,no,no,no,no,no,no,no,1997-10-13 00:00:00,,Boehringer Ingelheim International GmbH,Anti-Parkinson drugs,,1997-06-18 00:00:00,2023-06-08 00:00:00,37.0,"Sifrol est indiqué dans le traitement des signes et symptômes de la maladie de Parkinson idiopathique, seul (sans lévodopa) ou en association avec la lévodopa, c'est-à-dire au cours de l'évolution de la maladie, mais jusqu'à des stades avancés lorsque l'effet de la lévodopa s'estompe ou devient incohérent et fluctue. de l'effet thérapeutique se produisent (fluctuations de fin de dose ou « on-off »). Sifrol est indiqué dans le traitement symptomatique du syndrome des jambes sans repos idiopathique modéré à sévère à des doses allant jusqu'à 0,54 mg de base (0,75 mg de sel).",2018-02-08 01:00:00,2023-07-25 10:43:00,https://www.ema.europa.eu/en/medicines/human/EPAR/sifrol,,
533,Human,Mirapexin,Syndrome des jambes sans repos ; Maladie de Parkinson,pramipexole,pramipexole dihydrochloride monohydrate,EMEA/H/C/000134,no,Authorised,N04BC05,no,no,no,no,no,no,no,1998-02-23 01:00:00,,Boehringer Ingelheim International GmbH,Anti-Parkinson drugs,,,2023-06-08 00:00:00,40.0,"Mirapexin est indiqué dans le traitement des signes et symptômes de la maladie de Parkinson idiopathique, seul (sans lévodopa) ou en association avec la lévodopa, c'est-à-dire au cours de l'évolution de la maladie, jusqu'aux stades avancés lorsque l'effet de la lévodopa s'estompe ou devient incohérent et fluctue. de l'effet thérapeutique se produisent (fluctuations de fin de dose ou « on-off »). Mirapexin est indiqué pour le traitement symptomatique du syndrome des jambes sans repos idiopathique modéré à sévère à des doses allant jusqu'à 0,54 mg de base (0,75 mg de sel).",2018-06-20 00:00:00,2023-07-25 10:36:00,https://www.ema.europa.eu/en/medicines/human/EPAR/mirapexin,,
534,Human,Accofil,Neutropénie,filgrastim,filgrastim,EMEA/H/C/003956,no,Authorised,L03AA02,no,no,yes,no,no,no,no,2014-09-17 00:00:00,,Accord Healthcare S.L.U.,"Immunostimulants, ",,2014-07-24 00:00:00,2023-07-17 00:00:00,14.0,"Accofil est indiqué pour la réduction de la durée de la neutropénie et de l'incidence de la neutropénie fébrile chez les patients traités par une chimiothérapie cytotoxique établie pour une tumeur maligne (à l'exception de la leucémie myéloïde chronique et des syndromes myélodysplasiques) et pour la réduction de la durée de la neutropénie chez les patients sous un traitement myéloablatif suivi d'une transplantation de moelle osseuse est considéré comme présentant un risque accru de neutropénie sévère prolongée. La sécurité et l'efficacité d'Accofil sont similaires chez les adultes et les enfants recevant une chimiothérapie cytotoxique. Accofil est indiqué pour la mobilisation des cellules progénitrices du sang périphérique (PBPC). Chez les patients, enfants ou adultes atteints de neutropénie congénitale, cyclique ou idiopathique sévère avec un neutrophile absolu. (ANC) ≤ 0,5 x 109/L et des antécédents d'infections graves ou récurrentes, l'administration à long terme d'Accofil est indiquée pour augmenter le nombre de neutrophiles et pour réduire l'incidence et la durée des événements liés à l'infection. Accofil est indiqué pour le traitement de la neutropénie persistante (ANC inférieur ou égal à 1,0 x 109/L) chez les patients présentant une infection avancée par le VIH, afin de réduire le risque d'infections bactériennes lorsque les autres options de prise en charge de la neutropénie sont inappropriées.",2018-05-25 12:07:00,2023-07-24 15:13:00,https://www.ema.europa.eu/en/medicines/human/EPAR/accofil,,
535,Human,Vipidia,"Diabète sucré, type 2",alogliptin benzoate,alogliptin,EMEA/H/C/002182,no,Authorised,A10BH04,no,no,no,no,no,no,no,2013-09-18 00:00:00,,Takeda Pharma A/S,"Drugs used in diabetes, Dipeptidyl peptidase 4 (DPP-4) inhibitors",,,2023-05-25 00:00:00,10.0,"Vipidia est indiqué chez les adultes âgés de 18 ans et plus atteints de diabète sucré de type 2 pour améliorer le contrôle glycémique en association avec d'autres médicaments hypoglycémiants, dont l'insuline, lorsque ceux-ci, associés à un régime alimentaire et à l'exercice physique, ne permettent pas un contrôle glycémique adéquat (voir rubriques 4.4, 4.5 et 5.1 pour les données disponibles sur différentes combinaisons).",2015-01-15 13:32:00,2023-07-21 17:19:00,https://www.ema.europa.eu/en/medicines/human/EPAR/vipidia,"Comment Vipidia est-il utilisé ?
Vipidia est disponible sous forme de comprimés (6,25, 12,5 et 25 mg) et ne peut être obtenu que sur ordonnance. La dose recommandée est de 25 mg par voie orale une fois par jour, en association avec d'autres médicaments contre le diabète prescrits par un médecin. Lorsque Vipidia est ajouté à un sulfamide hypoglycémiant (un type de médicament contre le diabète) ou à de l'insuline, le médecin devra peut-être réduire la dose de ces médicaments afin de réduire le risque d'hypoglycémie (faible taux de sucre dans le sang). Chez les patients présentant une fonction rénale réduite, la dose quotidienne de Vipidia doit être réduite. Pour plus d'informations, consultez le .","Quels sont les risques associés à Vipidia ?
L’effet secondaire le plus couramment observé sous Vipidia (qui peut toucher jusqu’à 1 personne sur 10) est le prurit (démangeaisons). Pour la liste complète de tous les effets secondaires rapportés avec Vipidia, voir la notice.
Vipidia ne doit pas être utilisé chez les patients hypersensibles (allergiques) aux substances actives ou à l'un des composants ou ayant eu des réactions allergiques graves à l'un des inhibiteurs de la DPP 4."
536,Human,Mysimba,Obésité; en surpoids,"naltrexone, bupropion","bupropion hydrochloride, naltrexone hydrochloride",EMEA/H/C/003687,no,Authorised,A08AA,yes,no,no,no,no,no,no,2015-03-26 01:00:00,,Orexigen Therapeutics Ireland Limited,"Antiobesity preparations, excl. diet products",,2014-12-18 01:00:00,2023-07-04 00:00:00,25.0,"Mysimba est indiqué, en complément d'un régime hypocalorique et d'une activité physique accrue, pour la gestion du poids chez les patients adultes (≥18 ans) ayant un indice de masse corporelle (IMC) initial ≥ 30 kg/m2 (obèses), ou ≥ 27 kg/m2 à < 30 kg/m2 (surpoids) en présence d'une ou plusieurs comorbidités liées au poids (par exemple, diabète de type 2, dyslipidémie ou hypertension contrôlée). Le traitement par Mysimba doit être arrêté après 16 semaines si les patients n’ont pas perdu au moins 5 % de leur poids corporel initial.",2018-07-02 12:09:00,2023-07-21 17:05:00,https://www.ema.europa.eu/en/medicines/human/EPAR/mysimba,"Comment Mysimba est-il utilisé ?
Mysimba est disponible sous forme de comprimés à libération prolongée contenant 7,2 mg de naltrexone et 78 mg de bupropion et ne peut être obtenu que sur ordonnance. La libération prolongée signifie que la naltrexone et le bupropion sont libérés lentement du comprimé sur quelques heures.
Le traitement par Mysimba commence par un seul comprimé chaque matin, la dose étant progressivement augmentée sur 4 semaines jusqu'à la dose recommandée de deux comprimés deux fois par jour, de préférence à prendre avec de la nourriture.","Quels sont les risques liés à Mysimba ?
Les effets indésirables les plus couramment observés sous Mysimba (qui peuvent affecter plus d'une personne sur 10) sont les nausées et les vomissements (envie de vomir) et la constipation ; des étourdissements et une bouche sèche étaient également fréquents (observés chez jusqu'à 1 patient sur 10). Pour la liste complète de tous les effets secondaires rapportés avec Mysimba, voir la notice.
Mysimba ne doit pas être utilisé chez certains patients présentant un risque particulier d'effets secondaires, notamment les patients présentant une fonction rénale ou hépatique sévèrement réduite, ceux souffrant d'hypertension artérielle non maîtrisée, ceux ayant déjà eu des convulsions (convulsions), certains problèmes psychologiques ou qui ont une tumeur au cerveau ou qui sont en sevrage de l'alcool ou de certaines drogues. Pour la liste complète des restrictions, consultez le ."
537,Human,Nulibry,"Métabolisme des métaux, erreurs innées",fosdenopterin,fosdenopterin hydrobromide dihydrate,EMEA/H/C/005378,no,Authorised,A16AX19,yes,no,no,no,no,no,yes,2022-09-15 00:00:00,,TMC Pharma (EU) Limited,"Other alimentary tract and metabolism products, ",,2022-07-21 00:00:00,2023-07-17 00:00:00,2.0,NULIBRY est indiqué pour le traitement des patients présentant un déficit en cofacteur de molybdène (MoCD) de type A.,2022-07-18 13:53:00,2023-07-21 08:52:00,https://www.ema.europa.eu/en/medicines/human/EPAR/nulibry,"Comment Nulibry est-il utilisé ?
Nulibry ne peut être obtenu que sur ordonnance. Le traitement par Nulibry doit être instauré et supervisé par un professionnel de santé expérimenté dans la prise en charge des troubles métaboliques héréditaires.
Nulibry est administré sous forme de perfusion (goutte-à-goutte) dans une veine une fois par jour. La dose recommandée est de 0,90 mg par kilogramme de poids corporel. Pour les patients de moins d’un an, une dose initiale et un schéma de titration plus faibles sont recommandés. La dose initiale et le schéma de titration dépendent de l'âge gestationnel à la naissance. Le traitement doit être poursuivi à vie si la maladie est confirmée par des tests génétiques.","Quels sont les risques associés à Nulibry ?
Les effets secondaires les plus courants sous Nulibry (qui peuvent affecter plus d’une personne sur 10) sont des complications liées au cathéter (tube) qui délivre le médicament."
538,Human,Abilify Maintena,Schizophrénie,aripiprazole,aripiprazole,EMEA/H/C/002755,no,Authorised,N05AX12,no,no,no,no,no,no,no,2013-11-14 01:00:00,,Otsuka Pharmaceutical Netherlands B.V.,Psycholeptics,,2013-09-18 00:00:00,2023-07-20 00:00:00,20.0,Traitement d'entretien de la schizophrénie chez les patients adultes stabilisé par l'aripiprazole oral.,2018-08-27 01:00:00,2023-07-20 12:31:00,https://www.ema.europa.eu/en/medicines/human/EPAR/abilify-maintena,,
539,Human,NutropinAq,"Syndrome de Turner; Nanisme, hypophyse",somatropin,somatropin,EMEA/H/C/000315,no,Authorised,H01AC01,no,no,no,no,no,no,no,2001-02-15 01:00:00,,Ipsen Pharma,Pituitary and hypothalamic hormones and analogues,,,2023-07-20 00:00:00,20.0,Traitement à long terme des enfants présentant un retard de croissance dû à une sécrétion endogène insuffisante d'hormone de croissance. Traitement à long terme du retard de croissance associé au syndrome de Turner. Traitement des enfants prépubères présentant un retard de croissance associé à une insuffisance rénale chronique jusqu'au moment de la transplantation rénale. Remplacement de l'hormone de croissance endogène chez les adultes présentant un déficit en hormone de croissance d'origine infantile ou adulte. Le déficit en hormone de croissance doit être confirmé de manière appropriée avant le traitement.,2018-02-22 01:09:00,2023-07-20 12:09:00,https://www.ema.europa.eu/en/medicines/human/EPAR/nutropinaq,,
540,Human,Givlaari,Porphyries hépatiques,givosiran,Givosiran,EMEA/H/C/004775,no,Authorised,A16AX16,yes,no,no,no,no,no,yes,2020-03-02 01:00:00,,Alnylam Netherlands B.V.,Various alimentary tract and metabolism products,,2020-01-30 01:00:00,2023-06-08 00:00:00,5.0,Traitement de la porphyrie hépatique aiguë (AHP) chez les adultes et les adolescents âgés de 12 ans et plus.,2020-03-09 15:00:00,2023-07-19 15:02:00,https://www.ema.europa.eu/en/medicines/human/EPAR/givlaari,"Comment Givlaari est-il utilisé ?
Givlaari est administré par injection sous la peau une fois par mois. La dose dépend du poids du patient.","Quels sont les risques liés au Givlaari ?
Les effets indésirables les plus couramment observés sous Givlaari (qui peuvent affecter plus d’une personne sur cinq) sont des réactions au site d’injection, des nausées (envie de vomir) et de la fatigue. Pour la liste complète des effets secondaires et des restrictions, consultez le ."
541,Human,Carbaglu,"Métabolisme des acides aminés, erreurs innées ; Acidémie propionique",carglumic acid,carglumic acid,EMEA/H/C/000461,no,Authorised,A16AA05,no,no,no,no,no,no,no,2003-01-24 01:00:00,,Recordati Rare Diseases,"Other alimentary tract and metabolism products, ",,,2023-06-22 00:00:00,19.0,Carbaglu est indiqué dans le traitement de : l'hyperammoniémie due à un déficit primaire en N-acétylglutamate-synthase ; l'hyperammoniémie due à une acidémie isovalérique ; l'hyperammoniémie due à une acidémie méthimalonique ;,2018-07-04 12:23:00,2023-07-19 14:47:00,https://www.ema.europa.eu/en/medicines/human/EPAR/carbaglu,"Comment Carbaglu est-il utilisé ?
Le traitement par Carbaglu doit être instauré par un médecin expérimenté dans le traitement de patients atteints de maladies métaboliques.
Chez les patients présentant un déficit en NAGS, le traitement peut être débuté dès le premier jour de vie et le médicament est utilisé toute la vie du patient. Chez les patients présentant une acidémie organique, le traitement est instauré lorsque le patient présente une crise d'hyperammoniémie et poursuivi jusqu'à la fin de la crise.","Quel est le risque associé à Carbaglu ?
L’effet secondaire le plus fréquemment observé sous Carbaglu (observé chez 1 à 10 patients sur 100) est une transpiration accrue. Pour la liste complète des effets secondaires rapportés avec Carbaglu, voir la notice."
542,Human,Bexsero,"Méningite, méningocoque","meningococcal group B Vaccine (rDNA, component, adsorbed)","outer membrane vesicles from neisseria meningitidis group b (strain nz 98/254), recombinant Neisseria meningitidis group B fHbp fusion protein, recombinant Neisseria meningitidis group B NadA protein, recombinant Neisseria meningitidis group B NHBA fusion protein",EMEA/H/C/002333,no,Authorised,J07AH09,no,no,no,no,no,no,no,2013-01-13 01:00:00,,GSK Vaccines S.r.l.,Meningococcal vaccines,,2012-11-15 01:00:00,2023-04-26 00:00:00,33.0,Immunisation active contre les maladies invasives causées par les souches de Neisseria meningitidis du sérogroupe B.,2018-06-07 12:11:00,2023-07-19 12:24:00,https://www.ema.europa.eu/en/medicines/human/EPAR/bexsero,,
